video_number,vimeo_link,nº do projecto,nome,tema,sample_1,sample_2,sample_3,sample_4,sample_5,remarks,consistency,performer_category,upload_date,location,keywords,voice
3047,https://vimeo.com/161473362,1459,Grupo de Cantares de Sendim L'Alma,Oh minha amora madura,"25 performers (Large Group, conf: 0.60)","19 performers (Large Group, conf: 0.67)","20 performers (Large Group, conf: 0.63)","21 performers (Large Group, conf: 0.64)","20 performers (Large Group, conf: 0.65)",Inconsistent - Manual review required (40%),40,large group (5+),2016-04-04,,"coral, coro, tradicional",Voz
3048,https://vimeo.com/161491059,1459,Grupo de Cantares de Sendim L'Alma,Tirióni,"25 performers (Large Group, conf: 0.60)","21 performers (Large Group, conf: 0.63)","20 performers (Large Group, conf: 0.64)","22 performers (Large Group, conf: 0.60)","19 performers (Large Group, conf: 0.71)",Inconsistent - Manual review required (20%),20,large group (5+),2016-04-04,,"coral, coro, tradicional",Voz
3049,https://vimeo.com/161476447,1460,Eliseu Lucas,Lhaço,"1 performers (Solo, conf: 0.92)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.92)",Consistent (100%),100,solo (1),2016-04-04,,"mirandês, tradicional",Voz
3050,https://vimeo.com/161481174,1461,"Ricardo Santos, Xavier e Romeu Rodrigues",,"3 performers (Small Group, conf: 0.90)","3 performers (Small Group, conf: 0.91)","3 performers (Small Group, conf: 0.93)","3 performers (Small Group, conf: 0.91)","3 performers (Small Group, conf: 0.93)",Consistent (100%),100,small group (3-5),2016-04-04,,"percussão, gaiteiro","Gaita de foles, bombo, caixa"
3051,https://vimeo.com/161486797,1462,Zé Manel e Manuel Ribeiro,Vira composto por Manuel Ribeiro,"2 performers (Duo, conf: 0.83)","2 performers (Duo, conf: 0.85)","2 performers (Duo, conf: 0.86)","2 performers (Duo, conf: 0.81)","2 performers (Duo, conf: 0.81)",Consistent (100%),100,duo (2),2016-04-04,,"dança, vira","Voz, concertina"
3052,https://vimeo.com/161498116,1463,Gaiteiros de Bravães,Carolina anda à janela,"3 performers (Small Group, conf: 0.90)","3 performers (Small Group, conf: 0.87)","3 performers (Small Group, conf: 0.87)","3 performers (Small Group, conf: 0.86)","3 performers (Small Group, conf: 0.89)",Consistent (100%),100,small group (3-5),2016-04-04,,tradicional,"Gaita de foles, bombo, caixa, pratos, voz"
3053,https://vimeo.com/161501171,1464,Mimi Guterres,Vira,"1 performers (Solo, conf: 0.62)","1 performers (Solo, conf: 0.79)","1 performers (Solo, conf: 0.87)","1 performers (Solo, conf: 0.78)","1 performers (Solo, conf: 0.81)",Consistent (100%),100,solo (1),2016-04-04,,dança,Acordeão
3054,https://vimeo.com/161504346,1465,"Zé Manel, Manuel Saraiva e Manuel Ribeiro",Chula Velha,"4 performers (Small Group, conf: 0.67)","4 performers (Small Group, conf: 0.67)","4 performers (Small Group, conf: 0.66)","4 performers (Small Group, conf: 0.68)","3 performers (Small Group, conf: 0.81)",Mostly consistent (80%),80,small group (3-5),2016-04-04,,"chula, dança","Voz. flauta, concertina"
3055,https://vimeo.com/161609341,1466,José Cachadinha e António Cachadinha,,"2 performers (Duo, conf: 0.84)","2 performers (Duo, conf: 0.85)","2 performers (Duo, conf: 0.82)","2 performers (Duo, conf: 0.79)","4 performers (Small Group, conf: 0.72)",Mostly consistent (80%),80,duo (2),2016-04-05,,"despique, desgarrada","Voz, concertina"
3056,https://vimeo.com/297923828,1467,Manuel Raimundo,,"1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.72)","1 performers (Solo, conf: 0.73)","1 performers (Solo, conf: 0.65)","1 performers (Solo, conf: 0.81)",Consistent (100%),100,solo (1),2018-10-30,,"tocador, aerofone",Gaita de Beiços
3057,https://vimeo.com/161610264,1467,Manuel Raimundo,Toca gaita de beiços,"1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.75)","1 performers (Solo, conf: 0.71)","1 performers (Solo, conf: 0.77)","1 performers (Solo, conf: 0.77)",Consistent (100%),100,solo (1),2016-04-05,,"tocador, aerofone",Gaita de Beiços
3058,https://vimeo.com/162801554,1468,Madalena Ferreira,Senhor da Serra,"1 performers (Solo, conf: 0.79)","1 performers (Solo, conf: 0.80)","1 performers (Solo, conf: 0.80)","1 performers (Solo, conf: 0.81)","1 performers (Solo, conf: 0.81)",Consistent (100%),100,solo (1),2016-04-14,,cantadeira,Voz
3059,https://vimeo.com/244326726,1469,Joaquim da Garça,"""Balho""","1 performers (Solo, conf: 0.76)","1 performers (Solo, conf: 0.58)","1 performers (Solo, conf: 0.75)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.71)",Consistent (100%),100,solo (1),2017-11-24,,popular,Acordeão
3060,https://vimeo.com/162802017,1469,Joaquim da Garça,Cantiga da Rua e outras,"1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.83)","1 performers (Solo, conf: 0.85)",Consistent (100%),100,solo (1),2016-04-14,,popular,Acordeão
3061,https://vimeo.com/295780939,1470,Zézé Fernandes e Sérgio Limiano,"""Ponte da Barca""","2 performers (Duo, conf: 0.89)","2 performers (Duo, conf: 0.88)","2 performers (Duo, conf: 0.86)","2 performers (Duo, conf: 0.88)","2 performers (Duo, conf: 0.87)",Consistent (100%),100,duo (2),2018-10-18,,dança,"Cavaquinho, concertina"
3062,https://vimeo.com/162802697,1470,Zézé Fernandes e Sérgio Limiano,Vira,"2 performers (Duo, conf: 0.87)","2 performers (Duo, conf: 0.88)","2 performers (Duo, conf: 0.88)","2 performers (Duo, conf: 0.83)","2 performers (Duo, conf: 0.85)",Consistent (100%),100,duo (2),2016-04-14,,dança,"Cavaquinho, concertina"
3063,https://vimeo.com/162808279,1471,Grupo Violas Campaniças de Castro Verde,Mamã lá batem à porta,"4 performers (Small Group, conf: 0.84)","6 performers (Large Group, conf: 0.70)","5 performers (Small Group, conf: 0.78)","5 performers (Small Group, conf: 0.77)","5 performers (Small Group, conf: 0.77)",Mostly consistent (60%),60,small group (3-5),2016-04-14,,"tradicional, cante, canto, polifónico, alentejano","Voz, viola viola campaniça"
3064,https://vimeo.com/238791978,1472,Isaura da Conceição,"""Marcha de Chaves""","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.92)","1 performers (Solo, conf: 0.90)",Consistent (100%),100,solo (1),2017-10-18,,marcha,Voz
3065,https://vimeo.com/162813662,1472,Isaura da Conceição,,"1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.92)",Consistent (100%),100,solo (1),2016-04-14,,marcha,Voz
3066,https://vimeo.com/162814008,1473,José Tavares,Boas Festas (janeiras),"1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.92)","1 performers (Solo, conf: 0.88)","1 performers (Solo, conf: 0.90)",Consistent (100%),100,solo (1),2016-04-14,,"natal, boas festas, janeiras",Voz
3067,https://vimeo.com/720958129,1474,António João Parreira,"""Quando o Tejo se formou""","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.90)","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.91)","1 performers (Solo, conf: 0.90)",Consistent (100%),100,solo (1),2022-06-16,,fado,Voz
3068,https://vimeo.com/162820761,1474,António João Parreira,Eu já deixei o meu monte,"1 performers (Solo, conf: 0.82)","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.84)","1 performers (Solo, conf: 0.85)","1 performers (Solo, conf: 0.83)",Consistent (100%),100,solo (1),2016-04-14,,fado,Voz
3069,https://vimeo.com/318771388,1475,Moças do Cante com Pedro Mestre,"""Toda a bela Noite""","11 performers (Large Group, conf: 0.68)","11 performers (Large Group, conf: 0.70)","10 performers (Large Group, conf: 0.75)","10 performers (Large Group, conf: 0.75)","12 performers (Large Group, conf: 0.63)",Inconsistent - Manual review required (40%),40,large group (5+),2019-02-21,,"cante, polifonia, feminino, coral","Voz, viola viola campaniça"
3070,https://vimeo.com/318745036,1475,Moças do Cante com Pedro Mestre,"""Oh Beja""","9 performers (Large Group, conf: 0.73)","10 performers (Large Group, conf: 0.69)","10 performers (Large Group, conf: 0.63)","11 performers (Large Group, conf: 0.66)","12 performers (Large Group, conf: 0.65)",Inconsistent - Manual review required (40%),40,large group (5+),2019-02-21,,"cante, polifonia, feminino, coral","Voz, viola viola campaniça"
3071,https://vimeo.com/318768514,1475,Moças do Cante com Pedro Mestre,"""Eu esta manhã achei""","10 performers (Large Group, conf: 0.73)","10 performers (Large Group, conf: 0.72)","9 performers (Large Group, conf: 0.70)","9 performers (Large Group, conf: 0.71)","9 performers (Large Group, conf: 0.73)",Mostly consistent (60%),60,large group (5+),2019-02-21,,"cante, polifonia, feminino, coral","Voz, viola viola campaniça"
3072,https://vimeo.com/238570312,1475,Moças do Cante com Pedro Mestre,"""Cartinhas de amor""","10 performers (Large Group, conf: 0.68)","7 performers (Large Group, conf: 0.79)","11 performers (Large Group, conf: 0.64)","8 performers (Large Group, conf: 0.73)","9 performers (Large Group, conf: 0.74)",Inconsistent - Manual review required (20%),20,large group (5+),2017-10-17,,"cante, polifonia, feminino, coral","Voz, viola viola campaniça"
3073,https://vimeo.com/163030602,1475,Moças do Cante com Pedro Mestre,Penteei o meu cabelo,"14 performers (Large Group, conf: 0.61)","9 performers (Large Group, conf: 0.73)","9 performers (Large Group, conf: 0.75)","9 performers (Large Group, conf: 0.72)","10 performers (Large Group, conf: 0.69)",Mostly consistent (60%),60,large group (5+),2016-04-15,,"cante, polifonia, feminino, coral","Voz, viola viola campaniça"
3074,https://vimeo.com/163062472,1475,Moças do Cante com Pedro Mestre,Zuca Zuca,"13 performers (Large Group, conf: 0.64)","12 performers (Large Group, conf: 0.67)","11 performers (Large Group, conf: 0.75)","12 performers (Large Group, conf: 0.66)","12 performers (Large Group, conf: 0.68)",Mostly consistent (60%),60,large group (5+),2016-04-16,,"cante, polifonia, feminino, coral","Voz, viola viola campaniça"
3075,https://vimeo.com/163061276,1476,Moças do Cante,Lá vem o barco à vela,"7 performers (Large Group, conf: 0.68)","8 performers (Large Group, conf: 0.64)","6 performers (Large Group, conf: 0.71)","7 performers (Large Group, conf: 0.72)","6 performers (Large Group, conf: 0.72)",Inconsistent - Manual review required (40%),40,large group (5+),2016-04-16,,"cante, polifonia, feminino, coral",Voz
3076,https://vimeo.com/163134073,1477,Grupo Coral Flores do Alentejo,Sou português emigrante,"16 performers (Large Group, conf: 0.60)","15 performers (Large Group, conf: 0.58)","12 performers (Large Group, conf: 0.64)","14 performers (Large Group, conf: 0.61)","13 performers (Large Group, conf: 0.62)",Inconsistent - Manual review required (20%),20,large group (5+),2016-04-17,,"cante, coral, polifónico, feminino, polifonia",Voz
3077,https://vimeo.com/163515503,1477,Grupo Coral Flores do Alentejo,Debaixo do meu baú,"17 performers (Large Group, conf: 0.57)","15 performers (Large Group, conf: 0.57)","13 performers (Large Group, conf: 0.65)","10 performers (Large Group, conf: 0.62)","12 performers (Large Group, conf: 0.68)",Inconsistent - Manual review required (20%),20,large group (5+),2016-04-20,,"cante, coral, polifónico, feminino, polifonia",Voz
3078,https://vimeo.com/165284233,1477,Grupo Coral Flores do Alentejo,Vindo eu de longe ao longe,"12 performers (Large Group, conf: 0.55)","16 performers (Large Group, conf: 0.54)","16 performers (Large Group, conf: 0.55)","15 performers (Large Group, conf: 0.57)","11 performers (Large Group, conf: 0.60)",Inconsistent - Manual review required (40%),40,large group (5+),2016-05-04,,"cante, coral, polifónico, feminino, polifonia",Voz
3079,https://vimeo.com/319021608,1478,Grupo Coral Bafos de Baco,"""Fui a um Jardim Florido""","12 performers (Large Group, conf: 0.78)","12 performers (Large Group, conf: 0.78)","12 performers (Large Group, conf: 0.80)","14 performers (Large Group, conf: 0.74)","16 performers (Large Group, conf: 0.69)",Mostly consistent (60%),60,large group (5+),2019-02-22,,"cante, coral, polifónico, polifonia",Voz
3080,https://vimeo.com/163187875,1478,Grupo Coral Bafos de Baco,Voar,"16 performers (Large Group, conf: 0.63)","12 performers (Large Group, conf: 0.73)","16 performers (Large Group, conf: 0.65)","16 performers (Large Group, conf: 0.64)","16 performers (Large Group, conf: 0.62)",Mostly consistent (80%),80,large group (5+),2016-04-17,,"cante, coral, polifónico, polifonia",Voz
3081,https://vimeo.com/164681996,1478,Grupo Coral Bafos de Baco,"Acorda, Maria Acorda","9 performers (Large Group, conf: 0.61)","8 performers (Large Group, conf: 0.61)","9 performers (Large Group, conf: 0.51)","8 performers (Large Group, conf: 0.69)","8 performers (Large Group, conf: 0.59)",Mostly consistent (60%),60,large group (5+),2016-04-29,,"cante, coral, polifónico, polifonia",Voz
3082,https://vimeo.com/238587674,1479,D'Empreitada,"""Ai romana""","8 performers (Large Group, conf: 0.62)","8 performers (Large Group, conf: 0.60)","8 performers (Large Group, conf: 0.63)","8 performers (Large Group, conf: 0.64)","8 performers (Large Group, conf: 0.61)",Consistent (100%),100,large group (5+),2017-10-17,,"cante, popular, tradicional","Voz, acordeão, viola acústica, cájon"
3083,https://vimeo.com/163190757,1479,D'Empreitada,Sobe acima oh Laranjinha,"7 performers (Large Group, conf: 0.65)","6 performers (Large Group, conf: 0.74)","6 performers (Large Group, conf: 0.76)","6 performers (Large Group, conf: 0.76)","6 performers (Large Group, conf: 0.75)",Mostly consistent (80%),80,large group (5+),2016-04-17,,"cante, popular, tradicional","Voz, acordeão, viola acústica, cájon"
3084,https://vimeo.com/164963387,1479,D'Empreitada,Rianxeira,"11 performers (Large Group, conf: 0.56)","9 performers (Large Group, conf: 0.57)","6 performers (Large Group, conf: 0.73)","7 performers (Large Group, conf: 0.68)","7 performers (Large Group, conf: 0.68)",Inconsistent - Manual review required (40%),40,large group (5+),2016-05-02,,"cante, popular, tradicional","Voz, acordeão, viola acústica, cájon"
3085,https://vimeo.com/319020636,1480,Ceifeiros de Cuba,"""Solidão""","24 performers (Large Group, conf: 0.57)","27 performers (Large Group, conf: 0.55)","24 performers (Large Group, conf: 0.56)","24 performers (Large Group, conf: 0.56)","23 performers (Large Group, conf: 0.57)",Mostly consistent (60%),60,large group (5+),2019-02-22,,"cante, coral, polifónico, polifonia",Voz
3086,https://vimeo.com/319016461,1480,Ceifeiros de Cuba,"""Quando abalei para os Açores""","13 performers (Large Group, conf: 0.66)","22 performers (Large Group, conf: 0.55)","22 performers (Large Group, conf: 0.56)","23 performers (Large Group, conf: 0.52)","20 performers (Large Group, conf: 0.54)",Inconsistent - Manual review required (40%),40,large group (5+),2019-02-22,,"cante, coral, polifónico, polifonia",Voz
3087,https://vimeo.com/319015158,1480,Ceifeiros de Cuba,"""Oh Cuba Terra Bendita""","21 performers (Large Group, conf: 0.62)","23 performers (Large Group, conf: 0.59)","20 performers (Large Group, conf: 0.60)","24 performers (Large Group, conf: 0.55)","23 performers (Large Group, conf: 0.56)",Inconsistent - Manual review required (40%),40,large group (5+),2019-02-22,,"cante, coral, polifónico, polifonia",Voz
3088,https://vimeo.com/319016075,1480,Ceifeiros de Cuba,"""Muito Bem Parece""","20 performers (Large Group, conf: 0.58)","24 performers (Large Group, conf: 0.53)","26 performers (Large Group, conf: 0.54)","24 performers (Large Group, conf: 0.58)","25 performers (Large Group, conf: 0.54)",Inconsistent - Manual review required (40%),40,large group (5+),2019-02-22,,"cante, coral, polifónico, polifonia",Voz
3089,https://vimeo.com/319019259,1480,Ceifeiros de Cuba,"""Minha Linda Pastorinha""","14 performers (Large Group, conf: 0.55)","21 performers (Large Group, conf: 0.51)","19 performers (Large Group, conf: 0.51)","19 performers (Large Group, conf: 0.53)","18 performers (Large Group, conf: 0.54)",Inconsistent - Manual review required (40%),40,large group (5+),2019-02-22,,"cante, coral, polifónico, polifonia",Voz
3090,https://vimeo.com/163241517,1480,Ceifeiros de Cuba,Linda Jovem era pastora,"23 performers (Large Group, conf: 0.57)","22 performers (Large Group, conf: 0.56)","24 performers (Large Group, conf: 0.54)","19 performers (Large Group, conf: 0.58)","20 performers (Large Group, conf: 0.58)",Inconsistent - Manual review required (20%),20,large group (5+),2016-04-18,,"cante, coral, polifónico, polifonia",Voz
3091,https://vimeo.com/238612668,1481,Pedro Mestre e Manuel Pontes,"""Nós somos do Alentejo""","2 performers (Duo, conf: 0.86)","2 performers (Duo, conf: 0.86)","2 performers (Duo, conf: 0.89)","2 performers (Duo, conf: 0.86)","2 performers (Duo, conf: 0.86)",Consistent (100%),100,duo (2),2017-10-17,,"cante, tradicional","Voz, viola viola campaniça"
3092,https://vimeo.com/163243753,1481,Pedro Mestre e Manuel Pontes,Pelo toque da vIola,"2 performers (Duo, conf: 0.91)","2 performers (Duo, conf: 0.92)","2 performers (Duo, conf: 0.93)","2 performers (Duo, conf: 0.92)","2 performers (Duo, conf: 0.91)",Consistent (100%),100,duo (2),2016-04-18,,"cante, tradicional","Voz, viola viola campaniça"
3093,https://vimeo.com/163264375,1482,Manuel Bernardo,"Conversa, toca a ""Bela Portuguesa"" e ""Cheira bem""","1 performers (Solo, conf: 0.54)","1 performers (Solo, conf: 0.78)","1 performers (Solo, conf: 0.51)","1 performers (Solo, conf: 0.76)","1 performers (Solo, conf: 0.57)",Consistent (100%),100,solo (1),2016-04-18,,popular,Acordeão
